,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_Histogram_0,0_Histogram_1,0_Histogram_2,0_Histogram_3,0_Histogram_4,0_Histogram_5,0_Histogram_6,0_Histogram_7,0_Histogram_8,0_Histogram_9,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance,Class
22,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.08509314687675751,0.3475378480661322,8.0,32.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,1.0,3.0,4.0,0.2115879922293753,0.847084946906377,1.0,0.2703133392236777,0.21021713443867585,0.15374889821316368,0.09391534742718916,0.0,0.3869427140341739,1.427124836539843,0.27686704856641475,0.07665536258187747,0.0
23,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.08509314687675751,0.4312542022865826,8.0,32.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,3.0,3.0,4.0,0.26313852826220296,0.49200472247600047,1.0,0.28338374297010493,0.2200091199102819,0.16684736182902288,0.10057854454410953,0.0,0.39765790333568607,1.2736422658006232,0.27897215327983427,0.07782546230558733,0.0
24,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.07978667988406474,0.48900686431229445,8.0,32.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,4.0,5.0,3.0,0.34058868574734885,0.08273523438493369,1.0,0.2994552796838902,0.23399107873185976,0.17790423286572726,0.1279858090994449,0.0,0.4138419264597822,1.1009333653603632,0.28564256609508826,0.08159167556538685,0.0
25,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.07856335580741836,0.45547120300382926,8.0,32.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,4.0,4.0,3.0,0.32132884396314554,0.5602281739732073,1.0,0.2811271729271839,0.22190406776059687,0.15954001825492675,0.11253654877249009,0.0,0.3959798532926757,1.2681887339842841,0.2788683504015079,0.07776755685565821,0.0
26,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.06466472343478347,0.40737736988457596,8.0,32.0,0.0,0.0,0.0,0.0,0.0,24.0,7.0,3.0,3.0,3.0,0.22718066235933115,1.337088540808752,1.0,0.2592706296398978,0.20403158349227213,0.14353536340589113,0.10398690611148309,0.0,0.3731221746380634,1.4992626780093934,0.26832610348747,0.07199889781276847,0.0
27,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.0592549741663706,0.30097393492322366,8.0,32.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,3.0,2.0,2.0,0.20152195646923793,3.097564343232759,1.0,0.22844287298863186,0.1738768111589216,0.13157960795696533,0.08180349825410083,0.0,0.33125273321978843,1.8540293743367255,0.23987960948417472,0.05754222704628016,0.0
28,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.06221835360614003,0.5522937078789873,8.0,32.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,8.0,3.0,2.0,0.4451426169944188,-0.15245883169634533,1.0000000000000002,0.30420245945559693,0.23935523283664964,0.1818244781740429,0.14740615185529815,0.0,0.4122117147479852,0.9044627202249442,0.27817146049988706,0.07737936143664023,0.0
29,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.06466472343478347,0.5522937078789873,8.0,32.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,9.0,3.0,2.0,0.44161128628148555,-0.23286743892330586,1.0000000000000002,0.3155996123575047,0.23884864869317327,0.21662266781796558,0.16684655811510107,0.0,0.419282991871875,0.8345889923862607,0.2760346209315484,0.07619511195282361,0.0
30,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.07856335580741836,0.5225900465821445,8.0,32.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,10.0,2.0,3.0,0.3936974231313524,0.004302113281841713,1.0,0.3120090974841464,0.23087320757648616,0.1942578378219103,0.15736540563510915,0.0,0.4118880553931362,0.8996556174128229,0.26889048563061446,0.07230209326266769,0.0
31,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.08408734614242697,0.4579747094676945,8.0,32.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,8.0,3.0,2.0,0.3598196682533197,0.6649179958203475,1.0,0.28867696823589506,0.21557339319869429,0.17127256913429623,0.1298381755361956,0.0,0.3881656444380728,1.1292247744773254,0.25949600292134833,0.06733817553215642,0.0
32,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.08408734614242697,0.4753718235559976,8.0,32.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,9.0,3.0,2.0,0.3601235917368391,0.5220555087122754,1.0,0.2982937446161122,0.21625303722250394,0.1951845488136531,0.15828281647628695,0.0,0.395112643271171,1.0435448718043712,0.2591039227715962,0.06713484279562928,0.0
33,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.06466472343478347,0.45547120300382926,8.0,32.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,9.0,2.0,2.0,0.33220358269260697,0.8599568399349975,1.0,0.2889810854385304,0.20693867802503402,0.20266221097546,0.148469107982242,0.0,0.3852409477489968,1.153691185827986,0.25475580480396137,0.06490052008131407,0.0
34,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.08408734614242697,0.45547120300382926,8.0,32.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,8.0,2.0,1.0,0.3178428072729502,0.8806919474620867,1.0000000000000004,0.29175056999586324,0.20313458852698413,0.20383034634285313,0.1418704975422761,0.0,0.38620507369413354,1.160372922263539,0.25305328263861737,0.06403596385417998,0.0
35,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.08408734614242697,0.45547120300382926,8.0,32.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,5.0,3.0,2.0,0.2912681039094377,1.0734115647233216,1.0,0.2808284179514188,0.1999177155225369,0.20018120550099383,0.12859144394461663,0.0,0.3782835891978895,1.280726164135977,0.25344402444591363,0.06423387352734086,0.0
36,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.0592549741663706,0.45558098334774755,8.0,32.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,4.0,4.0,2.0,0.2917961277617742,1.0924112204136476,0.9999999999999998,0.26529271203949883,0.20388859738888745,0.1599855435080988,0.11097321881387767,0.0,0.3704414281111727,1.3567164125719766,0.25854714966476167,0.06684662859977268,0.0
37,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.0592549741663706,0.45547120300382926,8.0,32.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,3.0,4.0,2.0,0.2400879277922433,1.2194987295848447,0.9999999999999998,0.25790550669972306,0.20283716593549492,0.13798977021997272,0.09456222495030342,0.0,0.3677248823290511,1.4501533616137592,0.2621189399831183,0.06870633869787357,0.0
38,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.06466472343478347,0.45547120300382926,8.0,32.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,4.0,4.0,2.0,0.27205375831829515,1.1100890526118974,1.0,0.2578503174976844,0.20676576397158,0.1321984867347793,0.0832384488811212,0.0,0.3681879847511129,1.4218832325253372,0.26282238466582175,0.06907560588142916,0.0
39,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.05835752883103096,0.45547120300382926,8.0,32.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,5.0,3.0,2.0,0.3255053838834557,1.087825844633425,0.9999999999999998,0.24499744288238556,0.21364176369646137,0.12755456208014948,0.07229188016007215,0.0,0.36160408436585795,1.4286928415272353,0.2659582050081606,0.07073376681116277,0.0
40,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.04961579151734408,0.44917794505061504,8.0,32.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,6.0,3.0,2.0,0.3595680053204838,0.8705060235669864,0.9999999999999998,0.253839398089604,0.217707239165508,0.12948870137340673,0.08348588159740167,0.0,0.36811956177260874,1.3322851571593912,0.26660377292372484,0.07107757173716504,0.0
41,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.029315852489762095,0.4672339971114261,8.0,32.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,7.0,3.0,2.0,0.3864195085823915,0.5681633729963864,0.9999999999999998,0.2568771534840374,0.22553624182436532,0.14763985563444393,0.1207828001707113,0.0,0.37398531086601666,1.2028536416752027,0.27180717569904117,0.07387914076148944,0.0
42,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.029315852489762095,0.5800735097623053,8.0,32.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,7.0,4.0,3.0,0.4251746841478644,-0.26031583281909,0.9999999999999998,0.2879506494129003,0.2563382170086923,0.1620497434516338,0.13771547325595612,0.0,0.41300857752216996,0.9598649748274096,0.29607517391631344,0.08766050860957526,0.0
43,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.02791186286872538,0.5650272515770633,8.0,32.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,7.0,4.0,3.0,0.4744827054136107,-0.23505604996408413,1.0,0.2790276049232179,0.2662913036079627,0.1243349227207905,0.10809555300084422,0.0,0.41378536834039814,0.9861215320031351,0.30555183969894795,0.0933619267434116,0.0
44,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.020274149183881818,0.4104149853884378,8.0,32.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,6.0,1.0,3.0,0.3352175156993701,1.0959027244674173,1.0,0.2367172025169996,0.22509163831197912,0.10814319376633436,0.09190382404638808,0.0,0.36594249803960255,1.4132368216093452,0.2790678732924847,0.07787887790399031,0.0
45,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.028177289035534403,0.42223433797541765,8.0,32.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,7.0,1.0,3.0,0.3698261392674611,0.9068813717946971,1.0,0.24937398500857394,0.22471907501462712,0.1192040301310352,0.11051323985542677,0.0,0.37340895307665667,1.3139047724243695,0.27793319671955047,0.07724686183874835,0.0
46,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.033015264458085114,0.42223433797541765,8.0,32.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,8.0,1.0,3.0,0.37048829117380394,0.7895385496089533,1.0,0.26260601344864853,0.2213635389558215,0.13924011800458508,0.12776157446596587,0.0,0.3805465271393658,1.2309559752514776,0.275415578750441,0.07585374101844035,0.0
47,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.034940218901511,0.42223433797541765,8.0,32.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,9.0,1.0,3.0,0.37206301905932576,0.6842374773808322,1.0,0.27673520854172234,0.21750283884417207,0.24301675827343616,0.19216995247033192,0.0,0.38838639808451325,1.141750569977238,0.27250985040990994,0.07426161857043148,0.0
48,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.033015264458085114,0.4253139521104692,8.0,32.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,8.0,1.0,3.0,0.36836266336165713,0.6821383838582391,1.0,0.28828468597140466,0.2108758732753945,0.26502497155709737,0.20190577047445274,0.0,0.3939135395481921,1.0899988577762119,0.26843959557739194,0.07205981647375373,0.0
49,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.04162755562040843,0.4693373563486791,8.0,32.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,9.0,1.0,3.0,0.35450599530148097,0.7235188544446656,1.0,0.29986806339007765,0.20466532726647121,0.2712798573592823,0.19057460742029753,0.0,0.39918847507476624,1.0578560446195604,0.2634968371559735,0.06943058319120161,0.0
