Memory used  (%),CPU utilization (%),Free disk space on C: (%),Free disk space on D: (%),Class
12.5072,1.9188,37.1936,96.6851,0
18.4831,14.1823,37.1956,96.6851,0
11.3552,0.6588,37.1968,96.6851,0
13.5148,17.7078,37.1964,96.6851,0
16.5017,17.4547,37.1975,96.6851,0
18.6606,22.1904,37.1986,96.6851,0
15.7841,11.5433,37.2002,96.6851,0
18.8781,12.3398,37.1984,96.6851,0
16.122,11.7336,37.1995,96.6851,0
16.5252,9.164,37.2006,96.6851,0
18.0926,9.4062,37.2023,96.6851,0
11.1493,0.708,37.2004,96.6851,0
11.1823,3.8964,37.202,96.6851,0
16.7038,9.1726,37.203,96.6851,0
11.3697,1.9792,37.2061,96.6851,0
19.9399,16.8097,37.2077,96.6851,0
12.9582,8.8781,37.2059,96.6851,0
20.7039,21.8059,37.207,96.6851,0
20.4734,21.6627,37.2081,96.6851,0
15.9233,10.5606,37.2068,96.6851,0
11.9737,0.6735,37.2079,96.6851,0
11.9737,0.8138,37.2091,96.6851,0
11.9815,0.7495,37.2112,96.6851,0
12.0433,1.2722,37.2097,96.6851,0
11.9136,0.8971,37.2109,96.6851,0
18.7701,14.4449,37.212,96.6851,0
12.3539,0.7453,37.2106,96.6851,0
12.3699,0.7845,37.2117,96.6851,0
12.3738,0.7536,37.2128,96.6851,0
12.368,0.7415,37.2139,96.6851,0
17.8495,9.0732,37.2127,96.6851,0
12.0496,1.9788,37.2137,96.6851,0
12.4447,2.1277,37.2159,96.6851,0
11.2886,0.7943,37.217,96.6851,0
11.2767,0.6581,37.2162,96.6852,0
11.2954,1.543,37.2173,96.6852,0
11.3199,9.0875,37.2184,96.6852,0
12.2647,15.7654,37.2195,96.6852,0
15.5153,26.0784,37.2181,96.6852,0
22.6714,32.1532,37.2192,96.6852,0
11.6472,1.9299,37.2203,96.6852,0
14.4588,6.5738,37.222,96.6852,0
12.2309,8.9315,37.2203,96.6852,0
12.1614,9.3893,37.2224,96.6852,0
20.4324,27.8375,37.2234,96.6852,0
11.3023,1.2046,37.2221,96.6852,0
20.4917,19.109,37.2232,96.6852,0
12.3914,9.3223,37.2263,96.6852,0
19.7798,17.4085,37.2274,96.6852,0
13.9131,9.0132,37.2292,96.6852,0
13.9176,8.9484,37.2273,96.6852,0
20.8346,22.0659,37.2285,96.6852,0
11.5465,0.7111,37.2296,96.6852,0
18.5736,20.5097,37.2282,96.6852,0
11.9743,9.4855,37.2293,96.6852,0
19.3689,20.2741,37.232,96.6852,0
18.5746,9.262,37.2336,96.6852,0
12.0678,1.0506,37.2291,96.6852,0
12.1355,12.7369,37.2302,96.6852,0
11.9817,0.6863,37.2312,96.6852,0
18.0672,14.8803,37.2328,96.6852,0
11.924,0.9672,37.2311,96.6852,0
11.943,2.558,37.2342,96.6852,0
11.9223,1.1896,37.2349,96.6852,0
11.7974,0.7353,37.2388,96.6852,0
11.7419,0.8046,37.2399,96.6852,0
11.7226,0.7303,37.241,96.6852,0
18.2681,14.6766,37.2388,96.6852,0
11.189,1.0326,37.2409,96.6852,0
11.204,0.9732,37.2419,96.6852,0
11.2279,3.1103,37.2435,96.6852,0
12.8033,17.437,37.2418,96.6852,0
12.6766,19.5347,37.2429,96.6852,0
22.9658,36.5566,37.244,96.6852,0
17.8317,7.1516,37.2427,96.6852,0
10.9117,13.0878,37.221,96.6852,0
11.6792,0.6935,37.2221,96.6852,0
11.6914,3.0253,37.2232,96.6852,0
18.2115,9.1741,37.2218,96.6852,0
17.8211,8.9409,37.2229,96.6852,0
11.2579,0.8241,37.2249,96.6852,0
12.2886,8.9683,37.2266,96.6852,0
19.5791,24.3762,37.2247,96.6852,0
19.1872,21.1921,37.2269,96.6852,0
14.9503,17.3465,37.2265,96.6852,0
19.085,22.5369,37.2311,96.6852,0
16.939,24.5127,37.2294,96.6852,0
11.343,4.8109,37.2305,96.6852,0
15.6485,8.9898,37.2316,96.6852,0
18.8864,10.6476,37.2332,96.6852,0
19.7589,9.2793,37.2315,96.6852,0
19.1904,8.9909,37.2326,96.6852,0
16.9882,15.0232,37.2336,96.6852,0
12.5304,7.1174,37.2353,96.6852,0
11.5755,0.7203,37.2335,96.6852,0
11.5785,0.8977,37.235,96.6852,0
11.5952,0.7308,37.2361,96.6852,0
11.6045,0.8005,37.2377,96.6852,0
11.6438,1.0252,37.2364,96.6852,0
11.6425,0.7126,37.2375,96.6852,0
11.646,0.7407,37.2386,96.6852,0
11.6569,0.9066,37.2402,96.6852,0
11.7069,0.8544,37.2385,96.6852,0
15.1931,13.514,37.2406,96.6852,0
11.1625,0.8666,37.2424,96.6852,0
12.8731,8.9876,37.2407,96.6852,0
19.117,17.3745,37.2417,96.6852,0
18.1171,14.5011,37.2428,96.6852,0
11.1093,1.5918,37.2444,96.6852,0
11.1044,0.794,37.2427,96.6852,0
11.0946,0.7906,37.2438,96.6852,0
11.0919,3.8252,37.2449,96.6852,0
17.8878,9.1417,37.2466,96.6852,0
11.1699,0.8211,37.2447,96.6852,0
11.1613,0.7105,37.2458,96.6852,0
11.2104,0.7745,37.247,96.6852,0
14.6922,25.5966,37.244,96.6852,0
17.4249,39.1939,37.2485,96.6852,0
18.0686,48.1163,37.2468,96.6852,0
19.0284,30.0953,37.2484,96.6852,0
22.9227,27.1139,37.2495,96.6852,0
17.0139,9.1487,37.2514,96.6852,0
11.9583,1.5007,37.256,96.6852,0
17.174,9.7552,37.2571,96.6852,0
17.5072,8.9073,37.256,96.6852,0
18.5334,12.0993,37.2571,96.6852,0
11.2534,0.7083,37.2582,96.6852,0
14.3582,8.9672,37.2593,96.6852,0
15.0636,9.0766,37.2585,96.6852,0
20.4825,24.7299,37.2596,96.6852,0
11.6611,0.9192,37.2582,96.6852,0
11.654,0.7784,37.2604,96.6852,0
11.6573,0.7698,37.2615,96.6852,0
17.876,14.6517,37.2626,96.6852,0
11.2934,0.8096,37.2613,96.6852,0
11.3133,0.8201,37.2624,96.6852,0
11.3198,0.7834,37.2635,96.6852,0
11.3213,0.7661,37.2646,96.6852,0
11.4055,1.0369,37.2643,96.6852,0
12.9152,8.9954,37.2654,96.6852,0
18.5733,21.7844,37.2665,96.6853,0
19.9013,11.3686,37.2652,96.6853,0
20.4993,14.6863,37.2678,96.6853,0
13.1931,1.1764,37.2689,96.6853,0
13.0616,0.7137,37.0983,96.6853,0
13.0817,0.7686,37.0994,96.6853,0
15.4799,7.8002,37.1005,96.6853,0
12.3087,6.9396,37.1015,96.6853,0
11.6818,0.7381,37.1004,96.6853,0
17.7337,9.195,37.1015,96.6853,0
15.256,18.2286,37.1026,96.6853,0
12.942,19.0036,37.1037,96.6853,0
13.8945,30.3484,37.1024,96.6853,0
19.784,34.2983,37.1034,96.6853,0
16.6203,17.643,37.1044,96.6853,0
17.4266,9.2297,37.1074,96.6853,0
17.7802,10.7604,37.1085,96.6853,0
13.9063,21.0689,37.1096,96.6853,0
13.6228,9.2168,37.1083,96.6853,0
20.6782,33.8698,37.1095,96.6853,0
17.8989,24.5072,37.1105,96.6853,0
14.6111,13.1033,37.1121,96.6853,0
16.5103,29.7537,37.1104,96.6853,0
19.7568,17.7589,37.1125,96.6853,0
20.9093,17.4889,37.1141,96.6853,0
17.4703,9.0458,37.1129,96.6853,0
18.3347,12.7297,37.1145,96.6853,0
16.2764,10.7795,37.1156,96.6853,0
12.0815,0.9572,37.1167,96.6853,0
12.0822,0.8619,37.1154,96.6853,0
12.1798,2.257,37.1165,96.6853,0
19.2906,13.9554,37.1176,96.6853,0
11.2692,2.6968,37.1187,96.6853,0
12.6001,8.9625,37.1175,96.6853,0
12.7593,15.3511,37.1186,96.6853,0
20.5671,26.7939,37.1197,96.6853,0
20.1988,9.0185,37.1213,96.6853,0
12.9126,3.8227,37.1196,96.6853,0
11.4904,1.2395,37.1209,96.6853,0
11.5524,2.3363,37.122,96.6853,0
11.5321,0.8258,37.1207,96.6853,0
11.5193,0.9015,37.1218,96.6853,0
11.5623,2.5286,37.1239,96.6853,0
11.6014,1.3248,37.1226,96.6853,0
11.4705,9.3359,37.1117,96.6853,0
17.8233,8.9412,37.1128,96.6853,0
18.2827,8.9008,37.1125,96.6853,0
15.9108,8.3565,37.1118,96.6853,0
18.54,14.1109,37.113,96.6853,0
17.1344,12.2632,37.1156,96.6853,0
20.0549,17.6104,37.1177,96.6853,0
11.3657,3.7716,37.1188,96.6853,0
11.3828,12.8008,37.1175,96.6853,0
12.6237,16.9797,37.1186,96.6853,0
20.3666,23.4317,37.1197,96.6853,0
18.9533,18.3015,37.1194,96.6853,0
11.2484,6.6804,37.1176,96.6853,0
23.3253,31.0718,37.1187,96.6853,0
11.3194,3.0368,37.1198,96.6853,0
11.427,6.4208,37.1189,96.6853,0
16.5088,19.6208,37.121,96.6853,0
14.6188,20.6184,37.1221,96.6853,0
14.6682,12.3549,37.1209,96.6853,0
18.2356,14.0247,37.123,96.6853,0
19.5319,14.4338,37.1241,96.6853,0
11.7047,2.5711,37.1252,96.6853,0
11.7011,6.8779,37.1239,96.6853,0
19.3692,17.2261,37.125,96.6853,0
19.3613,16.4409,37.1261,96.6853,0
19.2871,14.7291,37.1272,96.6853,0
12.4594,3.3425,37.1259,96.6853,0
12.4531,3.2867,37.127,96.6853,0
12.4516,3.5069,37.1281,96.6853,0
18.1938,17.1709,37.1292,96.6853,0
11.8801,3.1939,37.1279,96.6853,0
16.5481,12.1193,37.1291,96.6853,0
16.416,13.5172,37.1301,96.6853,0
17.3512,14.8888,37.1318,96.6853,0
11.4431,7.4887,37.13,96.6853,0
12.5494,17.4075,37.1311,96.6853,0
12.7234,22.7323,37.1322,96.6853,0
19.6615,29.0964,37.1354,96.6853,0
12.8782,15.6909,37.1342,96.6853,0
12.9214,14.8376,37.1349,96.6853,0
18.7431,27.5693,37.139,96.6853,0
11.6113,6.4104,37.1377,96.6853,0
19.8223,26.3221,37.1388,96.6853,0
13.908,34.9763,37.1399,96.6853,0
22.0968,39.3794,37.1415,96.6853,0
14.4244,37.6155,37.1396,96.6853,0
23.7108,47.2784,37.1407,96.6853,0
19.837,27.2295,37.1418,96.6853,0
11.3841,11.264,37.1406,96.6853,0
11.3402,6.477,37.1417,96.6853,0
11.4381,18.3391,37.1428,96.6853,0
11.4419,15.3185,37.1438,96.6853,0
17.23,33.8861,37.1425,96.6853,0
12.2842,20.9199,37.1436,96.6853,0
17.4128,36.7044,37.1457,96.6853,0
17.3527,26.2805,37.1468,96.6853,0
17.7515,24.8788,37.1455,96.6853,0
12.1999,14.5341,37.1471,96.6853,0
20.3144,28.7385,37.1482,96.6853,0
18.043,24.9712,37.1478,96.6853,0
10.1213,10.6043,37.1489,96.6853,0
10.0132,10.4826,37.1501,96.6853,0
11.8192,7.0965,37.1473,96.6853,0
16.9091,22.0016,37.1494,96.6853,0
11.2253,2.1751,37.1505,96.6853,0
11.0667,0.7534,37.1521,96.6853,0
11.7972,9.107,37.1513,96.6854,0
12.4163,32.6663,37.1524,96.6854,0
18.5857,28.3288,37.1535,96.6854,0
17.6685,11.8314,37.1553,96.6854,0
20.0215,14.7267,37.1564,96.6854,0
11.7575,1.1949,37.1551,96.6854,0
11.7804,0.8096,37.1561,96.6854,0
16.9894,12.0366,37.1572,96.6854,0
20.0822,50.8531,37.1558,96.6854,0
22.9961,35.1922,37.1589,96.6854,0
11.8989,0.8061,37.1605,96.6854,0
11.8921,0.86,37.1616,96.6854,0
11.9401,0.8423,37.1603,96.6854,0
11.9516,1.3606,37.1614,96.6854,0
11.7355,0.6873,37.1625,96.6854,0
11.7743,0.8459,37.1613,96.6854,0
11.7478,0.7481,37.1623,96.6854,0
17.3006,16.3893,37.1644,96.6854,0
14.2254,26.0486,37.1655,96.6854,0
19.2859,29.5544,37.1642,96.6854,0
21.2269,26.4461,37.1654,96.6854,0
11.0018,0.8544,37.1665,96.6854,0
11.0063,0.7309,37.1676,96.6854,0
11.0412,9.5947,37.1664,96.6854,0
18.9047,17.2396,37.1675,96.6854,0
16.1701,17.5752,37.1452,96.6854,0
18.8967,17.0113,37.1463,96.6854,0
17.5876,14.0157,37.1449,96.6854,0
11.0935,0.9914,37.146,96.6854,0
13.0868,9.2014,37.1477,96.6854,0
21.3179,26.3725,37.1464,96.6854,0
11.6456,0.8153,37.1475,96.6854,0
11.7065,1.4641,37.1527,96.6854,0
11.735,1.2386,37.1525,96.6854,0
11.605,1.216,37.1542,96.6854,0
17.69,13.7591,37.1553,96.6854,0
16.4903,21.3207,37.1564,96.6854,0
19.5435,32.7721,37.1584,96.6854,0
17.8585,9.053,37.1571,96.6854,0
11.5442,0.8691,37.1582,96.6854,0
11.5012,0.8087,37.1593,96.6854,0
11.5691,2.5049,37.161,96.6854,0
18.6664,14.9634,37.1592,96.6854,0
11.5899,0.8451,37.1602,96.6854,0
11.5644,0.6966,37.1613,96.6854,0
15.9886,14.4944,37.1606,96.6854,0
11.9631,0.8289,37.1616,96.6854,0
11.9681,0.8254,37.1627,96.6854,0
16.7139,15.7337,37.1628,96.6854,0
17.8141,14.7819,37.163,96.6854,0
17.9271,9.9239,37.163,96.6854,0
16.8278,7.1377,37.1637,96.6854,0
11.4047,3.5544,37.1638,96.6854,0
11.4656,1.1374,37.1639,96.6854,0
11.3537,5.706,37.164,96.6854,0
17.3857,9.1545,37.1641,96.6854,0
18.0755,8.931,37.1643,96.6854,0
11.031,2.975,37.1644,96.6854,0
11.0771,6.7639,37.1645,96.6854,0
12.1394,11.4069,37.1661,96.6854,0
12.8146,11.1534,37.1648,96.6854,0
20.0299,22.5391,37.1659,96.6854,0
13.4227,10.0054,37.168,96.6854,0
14.9252,11.4169,37.1696,96.6854,0
19.2727,29.0148,37.1678,96.6854,0
19.0032,12.9318,37.1704,96.6854,0
15.3751,4.6573,37.1714,96.6854,0
11.9592,8.5834,37.1726,96.6854,0
11.2553,7.2811,37.1713,96.6854,0
19.4005,13.6559,37.1723,96.6854,0
17.8246,8.9781,37.1745,96.6854,0
11.3681,0.8375,37.1756,96.6854,0
20.2611,9.3602,37.1748,96.6854,0
17.0381,16.6717,37.1758,96.6854,0
11.7961,19.5911,37.178,96.6854,0
15.1519,21.5518,37.1767,96.6854,0
20.4923,26.6415,37.1782,96.6854,0
17.6751,17.3469,37.1793,96.6854,0
13.4264,2.0859,37.178,96.6854,0
13.4268,0.7798,37.1801,96.6854,0
13.4574,0.9164,37.1812,96.6854,0
13.4207,0.8279,37.1831,96.6854,0
15.1914,9.1414,37.1813,96.6854,0
15.5708,7.1748,37.1826,96.6854,0
11.2492,0.8101,37.1837,96.6854,0
11.2947,0.8446,37.1796,96.6854,0
11.2896,0.8355,37.1817,96.6854,0
11.3047,0.8355,37.1828,96.6854,0
11.3523,0.9396,37.1838,96.6854,0
11.3805,2.9445,37.1829,96.6854,0
12.3697,9.1391,37.184,96.6854,0
11.9536,9.0283,37.1851,96.6854,0
20.1328,32.738,37.1842,96.6854,0
14.8952,17.8303,37.1853,96.6854,0
20.8399,28.0488,37.1873,96.6854,0
16.0698,33.2453,37.1109,96.6854,0
17.2892,5.9417,37.1092,96.6854,0
18.3858,23.4485,37.1103,96.6854,0
13.6769,17.3785,37.1129,96.6854,0
16.1766,17.4918,37.1126,96.6854,0
20.4003,30.2918,37.1137,96.6855,0
18.4561,10.0888,37.1158,96.6855,0
13.1607,0.7506,37.1146,96.6855,0
13.1884,1.9048,37.1157,96.6855,0
17.1236,7.4164,37.1168,96.6855,0
11.2824,0.846,37.1184,96.6855,0
11.3026,6.5833,37.1167,96.6855,0
12.3558,11.6389,37.1178,96.6855,0
20.5388,22.2482,37.1198,96.6855,0
11.3302,0.8314,37.1187,96.6855,0
11.3493,5.9952,37.1196,96.6855,0
14.9485,17.6443,37.1207,96.6855,0
18.6319,21.9169,37.1196,96.6855,0
18.1524,14.1701,37.1217,96.6855,0
11.8365,0.7934,37.1227,96.6855,0
18.6212,13.4009,37.1243,96.6855,0
10.543,0.7808,37.1226,96.6855,0
10.5451,0.8402,37.1237,96.6855,0
10.5326,0.7461,37.1248,96.6855,0
10.5303,0.7732,37.1241,96.6855,0
10.54,0.7184,37.1252,96.6855,0
10.5245,6.3669,37.1273,96.6855,0
19.9515,13.9947,37.1298,96.6855,0
11.8939,0.7743,37.128,96.6855,0
11.8764,0.7996,37.1291,96.6855,0
17.4448,14.325,37.1312,96.6855,0
11.6608,0.7696,37.1301,96.6855,0
16.7236,12.7221,37.1322,96.6855,0
11.3052,1.0161,37.1333,96.6855,0
11.3391,9.171,37.132,96.6855,0
20.5824,24.7011,37.1336,96.6855,0
18.6074,44.3763,37.1357,96.6855,0
21.3905,36.854,37.1345,96.6855,0
20.0581,26.2589,37.1359,96.6855,0
16.2616,27.0568,37.1357,96.6855,0
18.9963,20.0352,37.1394,96.6855,0
15.7326,11.7355,37.1405,96.6855,0
13.2256,0.7834,37.1416,96.6855,0
12.5068,0.8591,37.1432,96.6855,0
12.5125,0.8361,37.142,96.6855,0
12.6749,0.7685,37.1431,96.6855,0
12.6683,0.7975,37.1451,96.6855,0
13.2191,2.416,37.143,96.6855,0
17.3105,11.7941,37.1451,96.6855,0
17.9488,8.9152,37.1462,96.6855,0
15.1252,5.2959,37.1477,96.6855,0
20.1175,10.1471,37.1461,96.6855,0
14.2498,9.1109,37.1473,96.6855,0
20.6833,20.0656,37.1493,96.6855,0
19.0749,18.9878,37.1492,96.6855,0
16.5298,7.0601,37.1502,96.6855,0
12.1544,10.0503,37.1512,96.6855,0
19.5843,13.605,37.1501,96.6855,0
12.0437,0.8381,37.1522,96.6855,0
11.9177,0.7207,37.1533,96.6855,0
19.547,14.1184,37.1503,96.6855,0
16.337,11.6155,37.1524,96.6855,0
11.2346,0.8126,37.1535,96.6855,0
11.248,1.6011,37.1551,96.6855,0
11.2481,0.8122,37.1539,96.6855,0
11.2314,0.9355,37.1564,96.6855,0
11.2198,0.8618,37.158,96.6855,0
13.9593,23.0702,37.1563,96.6855,0
19.2507,25.8935,37.1586,96.6855,0
20.5661,36.234,37.1597,96.6855,0
20.591,37.4262,37.1557,96.6855,0
19.5423,31.6133,37.1578,96.6855,0
23.5033,35.1682,37.1594,96.6855,0
11.6105,3.802,37.1576,96.6855,0
11.8947,0.7754,37.1587,96.6855,0
16.1694,9.2435,37.1598,96.6855,0
16.2344,9.2037,37.1587,96.6855,0
18.26,12.2639,37.1598,96.6855,0
12.0495,0.8127,37.1635,96.6855,0
11.8817,0.8154,37.1646,96.6855,0
11.8993,1.039,37.1662,96.6855,0
11.9186,0.8506,37.1645,96.6855,0
11.9266,0.7961,37.1655,96.6855,0
11.9261,0.8189,37.1667,96.6855,0
21.8067,14.7569,37.1655,96.6855,0
13.6445,9.1437,37.1666,96.6855,0
21.4399,9.0153,37.1686,96.6855,0
19.571,11.54,37.1698,96.6855,0
20.831,21.9595,37.1691,96.6855,0
13.7639,10.1213,37.1702,96.6855,0
18.5003,23.2711,37.1723,96.6855,0
18.5043,16.7644,37.1888,96.6855,0
11.6349,0.8332,37.1908,96.6855,0
11.597,1.0267,37.192,96.6855,0
11.6187,0.7174,37.1907,96.6855,0
11.7414,3.4702,37.1927,96.6855,0
19.6114,13.927,37.1938,96.6855,0
16.2668,6.7859,37.1964,96.6855,0
16.3179,10.015,37.1985,96.6855,0
16.3947,6.9825,37.1997,96.6855,0
11.2609,0.9251,37.2014,96.6855,0
11.2478,0.9242,37.1995,96.6855,0
11.258,0.8192,37.2006,96.6855,0
11.2605,0.7413,37.2017,96.6855,0
13.9816,17.4625,37.2033,96.6855,0
16.5182,17.4926,37.2015,96.6855,0
18.6039,18.4928,37.2026,96.6855,0
11.26,0.7397,37.2037,96.6855,0
11.3038,0.7873,37.2054,96.6855,0
11.2824,0.7867,37.2037,96.6855,0
11.3013,0.9596,37.2048,96.6855,0
11.3064,0.7706,37.2059,96.6855,0
11.3167,0.807,37.2074,96.6855,0
19.4978,30.9444,37.2057,96.6855,0
20.0005,21.8223,37.2077,96.6855,0
17.8448,14.4247,37.2094,96.6856,0
11.6866,0.7668,37.2105,96.6856,0
20.8676,25.9033,37.2092,96.6856,0
12.4039,1.9444,37.2112,96.6856,0
11.8764,1.4786,37.2123,96.6856,0
18.5319,14.9592,37.2144,96.6856,0
11.2395,1.9606,37.2127,96.6856,0
14.1503,8.994,37.2137,96.6856,0
13.6179,17.4314,37.207,96.6856,0
15.7456,20.34,37.2086,96.6856,0
20.145,22.4566,37.2069,96.6856,0
12.0569,0.867,37.208,96.6856,0
19.1767,12.5331,37.2091,96.6856,0
12.2523,0.9803,37.2107,96.6856,0
12.2728,2.9786,37.1854,96.6856,0
12.3142,0.8007,37.1865,96.6856,0
12.3308,0.7969,37.1876,96.6856,0
12.3332,0.9688,37.1861,96.6856,0
12.3333,1.0107,37.1883,96.6856,0
12.3646,0.85,37.1895,96.6856,0
12.4141,5.6317,37.1905,96.6856,0
11.3419,9.3132,37.1893,96.6856,0
22.5599,22.5708,37.1904,96.6856,0
12.6655,9.0459,37.1925,96.6856,0
12.7677,8.9076,37.1912,96.6856,0
12.8036,18.5738,37.1922,96.6856,0
12.1433,9.074,37.1934,96.6856,0
18.0202,29.9688,37.1949,96.6856,0
19.297,8.9645,37.1932,96.6856,0
17.8288,10.1599,37.1948,96.6856,0
12.8471,0.7901,37.1967,96.6856,0
12.841,1.3943,37.1982,96.6856,0
13.189,1.9967,37.1993,96.6856,0
11.2509,0.797,37.198,96.6856,0
11.2194,0.7704,37.1991,96.6856,0
11.2615,1.3006,37.2002,96.6856,0
11.2765,1.9395,37.2013,96.6856,0
20.654,21.9261,37.2,96.6856,0
13.4264,16.9095,37.2012,96.6856,0
15.2892,6.1827,37.2033,96.6856,0
15.2989,10.0576,37.2044,96.6856,0
16.1784,6.6399,37.2033,96.6856,0
11.3837,0.7441,37.2044,96.6856,0
11.4695,0.8081,37.2064,96.6856,0
19.2346,22.1582,37.2052,96.6856,0
14.027,17.3571,37.2063,96.6856,0
18.3391,20.5968,37.2074,96.6856,0
22.0857,21.1295,37.2091,96.6856,0
12.1296,0.7659,37.2046,96.6856,0
22.8286,22.8435,37.2057,96.6856,0
11.419,0.7715,37.2083,96.6856,0
14.5082,9.051,37.2071,96.6856,0
16.4097,9.0106,37.2082,96.6856,0
17.8697,15.1826,37.2093,96.6856,0
11.4763,0.8554,37.208,96.6856,0
17.2768,21.8576,37.2101,96.6856,0
21.1613,31.3924,37.2112,96.6856,0
19.582,17.3006,37.2128,96.6856,0
16.0728,12.5825,37.2111,96.6856,0
21.7398,25.9556,37.2131,96.6856,0
11.7084,2.0032,37.2152,96.6856,0
11.7225,2.4082,37.2139,96.6856,0
17.5822,8.9634,37.215,96.6856,0
17.9942,9.0468,37.2172,96.6856,0
17.1831,8.2709,37.2149,96.6856,0
11.7872,0.9143,37.2185,96.6856,0
11.7172,0.8277,37.2196,96.6856,0
11.7205,0.9302,37.2217,96.6856,0
18.4661,13.8996,37.2205,96.6856,0
11.8375,0.8189,37.2216,96.6856,0
11.8353,0.7596,37.2232,96.6856,0
11.8224,1.0364,37.2248,96.6856,0
11.8711,0.829,37.223,96.6856,0
11.8558,2.024,37.2241,96.6856,0
11.8497,0.7518,37.2252,96.6856,0
11.8815,8.5682,37.224,96.6856,0
17.9673,9.0287,37.2252,96.6856,0
17.4023,11.0756,37.2263,96.6856,0
12.0324,0.774,37.2283,96.6856,0
18.4683,9.6749,37.2271,96.6856,0
19.1856,15.3756,37.2282,96.6856,0
11.2715,0.8714,37.2303,96.6856,0
12.1238,9.0266,37.229,96.6856,0
15.047,17.5431,37.2327,96.6856,0
19.6824,22.4388,37.2315,96.6856,0
20.3691,27.0533,37.2326,96.6856,0
11.2127,0.7727,37.2337,96.6856,0
11.2009,2.1795,37.2353,96.6856,0
11.2328,0.8527,37.2336,96.6856,0
12.9647,9.0287,37.2347,96.6856,0
18.9306,34.8241,37.2368,96.6856,0
20.9022,19.9255,37.2356,96.6856,0
18.574,9.1723,37.2367,96.6856,0
18.6073,15.395,37.2378,96.6856,0
11.2824,1.1506,37.2398,96.6856,0
11.3156,0.9083,37.239,96.6856,0
11.3009,0.8026,37.2402,96.6856,0
11.3699,0.9295,37.2423,96.6856,0
12.3644,9.3005,37.2439,96.6856,0
12.4093,11.1059,37.2428,96.6856,0
20.3212,29.0327,37.2467,96.6856,0
11.3502,3.5709,37.2455,96.6856,0
11.7785,9.4746,37.2476,96.6856,0
11.7122,1.0522,37.2497,96.6856,0
10.7395,0.777,37.2485,96.6856,0
10.8075,0.8701,37.2495,96.6856,0
10.7755,0.8179,37.2505,96.6857,0
10.7821,0.9161,37.2521,96.6857,0
10.9597,0.8372,37.2504,96.6857,0
10.9514,0.8426,37.2514,96.6857,0
10.9579,0.7579,37.2526,96.6857,0
10.9339,4.6941,37.2514,96.6857,0
16.5049,6.3646,37.2525,96.6857,0
11.0355,0.8999,37.2536,96.6857,0
11.0154,6.5122,37.2557,96.6857,0
16.6073,14.8399,37.2549,96.6857,0
11.9968,14.5378,37.256,96.6857,0
17.4198,17.7303,37.2581,96.6857,0
16.3664,29.0167,37.257,96.6857,0
16.0648,9.1879,37.2581,96.6857,0
17.4661,11.6474,37.2602,96.6857,0
11.2142,0.8343,37.2589,96.6857,0
11.2382,2.6811,37.261,96.6857,0
18.3876,22.1358,37.2631,96.6857,0
24.3444,28.2956,37.2619,96.6857,0
20.6326,21.7783,37.263,96.6857,0
18.4727,9.967,37.2641,96.6857,0
12.6666,2.1665,37.2629,96.6857,0
13.0567,2.5729,37.2639,96.6857,0
11.511,0.7777,37.2651,96.6857,0
11.6553,1.9124,37.2651,96.6857,0
11.501,3.6685,37.2662,96.6857,0
14.703,11.3099,37.265,96.6857,0
19.568,15.2777,37.267,96.6857,0
13.8234,9.1937,37.2681,96.6857,0
12.1658,9.0624,37.2693,96.6857,0
18.5952,26.7252,37.268,96.6857,0
12.0578,0.8804,37.2691,96.6857,0
21.3998,13.6561,37.2717,96.6857,0
12.9688,0.8706,37.2704,96.6857,0
12.9875,0.7776,37.2715,96.6857,0
13.0568,0.8903,37.2727,96.6857,0
17.4529,15.0176,37.2791,96.6857,0
16.8933,13.7833,37.2812,96.6857,0
13.0021,18.0955,37.2825,96.6857,0
16.1111,17.4831,37.2813,96.6857,0
15.2554,11.9668,37.2825,96.6857,0
13.3716,3.3113,37.2836,96.6857,0
12.338,0.9851,37.2832,96.6857,0
19.7034,14.8649,37.2853,96.6857,0
11.1809,0.758,37.2864,96.6857,0
11.1706,0.9468,37.288,96.6857,0
12.0355,9.0219,37.2864,96.6857,0
20.1395,39.4186,37.2875,96.6857,0
22.1411,33.6314,37.2896,96.6857,0
18.5049,20.9212,37.2874,96.6857,0
17.7237,13.7465,37.2895,96.6857,0
11.1992,0.8622,37.2906,96.6857,0
12.2543,18.7366,37.2747,96.6857,0
15.8348,17.5466,37.273,96.6857,0
19.9325,17.3152,37.2741,96.6857,0
20.9003,31.7354,37.2752,96.6857,0
11.6484,0.8164,37.2739,96.6857,0
11.6845,5.7065,37.276,96.6857,0
15.7335,9.1259,37.2771,96.6857,0
18.9796,10.9437,37.1177,96.6857,0
12.241,1.0841,37.1164,96.6857,0
11.124,0.9177,37.1181,96.6857,0
11.1745,0.8261,37.1192,96.6857,0
11.176,0.8127,37.1203,96.6857,0
11.1955,0.7604,37.119,96.6857,0
12.4166,17.6676,37.1201,96.6857,0
19.8862,22.1904,37.1212,96.6857,0
18.1161,9.8774,37.1223,96.6857,0
12.3069,0.7042,37.1211,96.6857,0
12.329,0.9474,37.1222,96.6857,0
12.3532,0.7043,37.1233,96.6857,0
12.6029,0.8393,37.1244,96.6857,0
12.6159,3.3164,37.1231,96.6857,0
11.2411,1.0219,37.1242,96.6857,0
11.2472,0.84,37.1253,96.6857,0
11.2399,0.8735,37.1264,96.6857,0
